CustomerID,Customer_Segment,Action_Priority,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,AvgOrderValue,PurchaseFrequency,CustomerLifespanDays,AvgDaysBetweenOrders,UniqueProducts,TotalQuantity,Cohort_Year,Cohort_Month,FirstPurchaseDate,LastPurchaseDate
16768,Loyal Customers,3,38,3,478.09,3,4,3,10,159.36,0.013333,225,112.50,47,196,2011,3,2011-03-13 10:25:00.000,2011-10-23 10:38:00.000
16693,Loyal Customers,3,59,2,477.86,3,3,3,9,238.93,0.009804,204,204.00,58,203,2011,3,2011-03-13 11:06:00.000,2011-10-02 11:10:00.000
12357,Potential Customers,4,24,1,6207.67,4,1,5,10,6207.67,1.000000,1,NULL,131,2708,2011,11,2011-11-06 16:07:00.000,2011-11-06 16:07:00.000
12454,Potential Customers,4,47,1,3528.34,3,1,5,9,3528.34,1.000000,1,NULL,15,1006,2011,10,2011-10-14 17:13:00.000,2011-10-14 17:13:00.000
12438,Potential Customers,4,5,2,2906.85,5,2,5,12,1453.42,0.015748,127,127.00,84,1180,2011,7,2011-07-22 13:29:00.000,2011-11-25 13:28:00.000
13422,Potential Customers,4,55,1,2626.3,3,2,5,10,2626.30,1.000000,1,NULL,127,1326,2011,10,2011-10-06 13:42:00.000,2011-10-06 13:42:00.000
17313,Potential Customers,4,22,1,2328.84,4,1,5,10,2328.84,1.000000,1,NULL,24,1402,2011,11,2011-11-08 15:45:00.000,2011-11-08 15:45:00.000
16281,Potential Customers,4,63,1,2062.06,3,2,5,10,2062.06,1.000000,1,NULL,17,934,2011,9,2011-09-28 14:57:00.000,2011-09-28 14:57:00.000
12371,Potential Customers,4,35,2,1887.96,3,2,4,9,943.98,0.125000,16,16.00,63,591,2011,10,2011-10-11 10:43:00.000,2011-10-26 10:16:00.000
16751,Potential Customers,4,21,1,1764.72,4,1,4,9,1764.72,1.000000,1,NULL,24,1031,2011,11,2011-11-09 10:48:00.000,2011-11-09 10:48:00.000
12349,Potential Customers,4,9,1,1757.55,5,2,4,11,1757.55,1.000000,1,NULL,73,631,2011,11,2011-11-21 09:51:00.000,2011-11-21 09:51:00.000
16380,Potential Customers,4,52,1,1743.15,3,1,4,8,1743.15,1.000000,1,NULL,28,1428,2011,10,2011-10-09 15:40:00.000,2011-10-09 15:40:00.000
13763,Potential Customers,4,54,1,1714.96,3,2,4,9,1714.96,1.000000,1,NULL,15,728,2011,10,2011-10-07 15:13:00.000,2011-10-07 15:13:00.000
12398,Potential Customers,4,36,1,1635.66,3,1,4,8,1635.66,1.000000,1,NULL,85,1394,2011,10,2011-10-25 10:27:00.000,2011-10-25 10:27:00.000
12607,Potential Customers,4,51,1,1579.51,3,1,4,8,1579.51,1.000000,1,NULL,101,1228,2011,10,2011-10-10 16:06:00.000,2011-10-10 16:06:00.000
15531,Potential Customers,4,21,1,1495.06,4,1,4,9,1495.06,1.000000,1,NULL,175,832,2011,11,2011-11-09 17:47:00.000,2011-11-09 17:47:00.000
17354,Potential Customers,4,41,1,1393.06,3,1,4,8,1393.06,1.000000,1,NULL,15,1006,2011,10,2011-10-20 10:34:00.000,2011-10-20 10:34:00.000
17004,Potential Customers,4,37,2,1312.14,3,2,4,9,656.07,0.042553,47,47.00,38,771,2011,9,2011-09-08 12:16:00.000,2011-10-24 14:25:00.000
16101,Potential Customers,4,61,1,1290.7,3,2,4,9,1290.70,1.000000,1,NULL,76,757,2011,9,2011-09-30 10:18:00.000,2011-09-30 10:18:00.000
13878,Potential Customers,4,45,1,1271.57,3,1,4,8,1271.57,1.000000,1,NULL,35,463,2011,10,2011-10-16 12:19:00.000,2011-10-16 12:19:00.000
14216,Potential Customers,4,7,2,1252.74,5,2,4,11,626.37,0.090909,22,22.00,34,452,2011,11,2011-11-02 10:51:00.000,2011-11-23 13:24:00.000
16653,Potential Customers,4,7,2,1212.66,5,2,4,11,606.33,0.035714,56,56.00,67,733,2011,9,2011-09-29 13:38:00.000,2011-11-23 14:51:00.000
12611,Potential Customers,4,43,1,1193.32,3,1,4,8,1193.32,1.000000,1,NULL,65,846,2011,10,2011-10-18 13:12:00.000,2011-10-18 13:12:00.000
15630,Potential Customers,4,36,2,1186.35,3,2,4,9,593.18,0.012500,160,160.00,57,800,2011,5,2011-05-19 10:16:00.000,2011-10-25 15:36:00.000
16800,Potential Customers,4,2,1,1162.65,5,2,4,11,1162.65,1.000000,1,NULL,148,524,2011,11,2011-11-28 14:06:00.000,2011-11-28 14:06:00.000
15978,Potential Customers,4,68,1,1098.78,3,2,4,9,1098.78,1.000000,1,NULL,49,888,2011,9,2011-09-23 15:21:00.000,2011-09-23 15:21:00.000
13853,Potential Customers,4,48,1,1090.14,3,1,4,8,1090.14,1.000000,1,NULL,23,312,2011,10,2011-10-13 14:18:00.000,2011-10-13 14:18:00.000
16563,Potential Customers,4,44,1,1077.74,3,1,4,8,1077.74,1.000000,1,NULL,19,486,2011,10,2011-10-17 11:51:00.000,2011-10-17 11:51:00.000
13635,Potential Customers,4,58,1,1071.03,3,2,4,9,1071.03,1.000000,1,NULL,62,677,2011,10,2011-10-03 10:55:00.000,2011-10-03 10:55:00.000
14488,Potential Customers,4,58,1,1064.28,3,2,4,9,1064.28,1.000000,1,NULL,46,799,2011,10,2011-10-03 09:30:00.000,2011-10-03 09:30:00.000
17727,Potential Customers,4,6,1,1060.25,5,2,4,11,1060.25,1.000000,1,NULL,66,645,2011,11,2011-11-24 17:06:00.000,2011-11-24 17:06:00.000
16260,Potential Customers,4,41,1,1035.45,3,1,4,8,1035.45,1.000000,1,NULL,18,311,2011,10,2011-10-20 09:40:00.000,2011-10-20 09:40:00.000
13639,Potential Customers,4,65,1,1033.34,3,2,4,9,1033.34,1.000000,1,NULL,39,800,2011,9,2011-09-26 13:36:00.000,2011-09-26 13:36:00.000
17197,Potential Customers,4,20,1,1013.01,4,1,4,9,1013.01,1.000000,1,NULL,29,191,2011,11,2011-11-10 10:32:00.000,2011-11-10 10:32:00.000
12446,Potential Customers,4,48,1,1002.31,3,1,4,8,1002.31,1.000000,1,NULL,57,351,2011,10,2011-10-13 12:50:00.000,2011-10-13 12:50:00.000
13350,Potential Customers,4,7,2,979.12,5,2,4,11,489.56,0.031250,64,64.00,36,287,2011,9,2011-09-21 13:33:00.000,2011-11-23 16:33:00.000
18192,Potential Customers,4,62,1,957.97,3,2,4,9,957.97,1.000000,1,NULL,45,339,2011,9,2011-09-29 09:53:00.000,2011-09-29 09:53:00.000
17244,Potential Customers,4,44,1,954.9,3,1,4,8,954.90,1.000000,1,NULL,31,616,2011,10,2011-10-17 15:19:00.000,2011-10-17 15:19:00.000
17044,Potential Customers,4,16,1,948.48,4,1,4,9,948.48,1.000000,1,NULL,6,504,2011,11,2011-11-14 14:28:00.000,2011-11-14 14:28:00.000
15576,Potential Customers,4,28,1,921.37,4,1,4,9,921.37,1.000000,1,NULL,43,394,2011,11,2011-11-02 12:03:00.000,2011-11-02 12:03:00.000
14015,Potential Customers,4,43,1,917.34,3,1,4,8,917.34,1.000000,1,NULL,20,378,2011,10,2011-10-18 10:02:00.000,2011-10-18 10:02:00.000
14912,Potential Customers,4,7,2,867.85,5,2,3,10,433.92,0.008658,231,231.00,21,971,2011,4,2011-04-07 11:06:00.000,2011-11-23 09:20:00.000
16376,Potential Customers,4,8,1,862.2,5,2,3,10,862.20,1.000000,1,NULL,91,655,2011,11,2011-11-22 16:47:00.000,2011-11-22 16:47:00.000
16347,Potential Customers,4,2,2,847.45,5,2,3,10,423.72,0.076923,26,26.00,61,341,2011,11,2011-11-03 13:01:00.000,2011-11-28 13:14:00.000
12847,Potential Customers,4,13,1,843.64,4,2,3,9,843.64,1.000000,1,NULL,72,873,2011,11,2011-11-17 13:16:00.000,2011-11-17 13:16:00.000
17624,Potential Customers,4,5,2,843.48,5,2,3,10,421.74,0.009756,205,205.00,49,554,2011,5,2011-05-05 17:59:00.000,2011-11-25 10:52:00.000
15239,Potential Customers,4,1,2,780.59,5,2,3,10,390.29,0.028986,69,69.00,48,594,2011,9,2011-09-22 09:53:00.000,2011-11-29 14:14:00.000
16505,Potential Customers,4,22,1,777.6,4,1,3,8,777.60,1.000000,1,NULL,4,576,2011,11,2011-11-08 12:14:00.000,2011-11-08 12:14:00.000
17466,Potential Customers,4,1,2,763.28,5,2,3,10,381.64,0.028986,69,69.00,41,306,2011,9,2011-09-22 09:16:00.000,2011-11-29 13:15:00.000
18104,Potential Customers,4,28,1,754.64,4,1,3,8,754.64,1.000000,1,NULL,38,362,2011,11,2011-11-02 14:07:00.000,2011-11-02 14:07:00.000
12985,Potential Customers,4,19,1,754.38,4,1,3,8,754.38,1.000000,1,NULL,52,841,2011,11,2011-11-11 12:44:00.000,2011-11-11 12:44:00.000
12374,Potential Customers,4,16,1,742.93,4,1,3,8,742.93,1.000000,1,NULL,33,342,2011,11,2011-11-14 15:37:00.000,2011-11-14 15:37:00.000
12603,Potential Customers,4,12,1,739.2,5,2,3,10,739.20,1.000000,1,NULL,2,63,2011,11,2011-11-18 10:42:00.000,2011-11-18 10:42:00.000
14756,Potential Customers,4,6,1,738.96,5,2,3,10,738.96,1.000000,1,NULL,38,416,2011,11,2011-11-24 18:13:00.000,2011-11-24 18:13:00.000
17761,Potential Customers,4,23,1,712.78,4,1,3,8,712.78,1.000000,1,NULL,19,398,2011,11,2011-11-07 10:23:00.000,2011-11-07 10:23:00.000
12658,Potential Customers,4,9,1,686.05,5,2,3,10,686.05,1.000000,1,NULL,36,320,2011,11,2011-11-21 10:22:00.000,2011-11-21 10:22:00.000
18082,Potential Customers,4,16,1,680.84,4,1,3,8,680.84,1.000000,1,NULL,62,608,2011,11,2011-11-14 12:45:00.000,2011-11-14 12:45:00.000
18156,Potential Customers,4,3,2,675.64,5,2,3,10,337.82,0.005587,358,358.00,100,283,2010,12,2010-12-05 12:29:00.000,2011-11-27 12:24:00.000
13607,Potential Customers,4,31,1,675.51,4,1,3,8,675.51,1.000000,1,NULL,93,288,2011,10,2011-10-30 16:17:00.000,2011-10-30 16:17:00.000
12638,Potential Customers,4,24,1,671.69,4,1,3,8,671.69,1.000000,1,NULL,39,577,2011,11,2011-11-06 13:11:00.000,2011-11-06 13:11:00.000
16127,Potential Customers,4,30,1,656.25,4,1,3,8,656.25,1.000000,1,NULL,40,323,2011,10,2011-10-31 13:58:00.000,2011-10-31 13:58:00.000
14725,Potential Customers,4,15,1,655.58,4,2,3,9,655.58,1.000000,1,NULL,45,588,2011,11,2011-11-15 12:42:00.000,2011-11-15 12:42:00.000
14126,Potential Customers,4,1,2,643.63,5,2,3,10,321.82,2.000000,1,1.00,14,458,2011,11,2011-11-29 12:21:00.000,2011-11-29 12:22:00.000
14020,Potential Customers,4,7,2,642.8,5,2,3,10,321.40,0.027397,73,73.00,37,441,2011,9,2011-09-12 15:32:00.000,2011-11-23 09:22:00.000
17985,Potential Customers,4,13,1,631.35,4,1,3,8,631.35,1.000000,1,NULL,20,171,2011,11,2011-11-17 14:24:00.000,2011-11-17 14:24:00.000
13525,Potential Customers,4,5,2,628.78,5,2,3,10,314.39,0.008511,235,235.00,5,394,2011,4,2011-04-05 15:36:00.000,2011-11-25 12:01:00.000
13914,Potential Customers,4,2,2,626.45,5,2,3,10,313.22,0.076923,26,26.00,28,380,2011,11,2011-11-03 16:28:00.000,2011-11-28 10:35:00.000
14382,Potential Customers,4,17,1,615.49,4,1,3,8,615.49,1.000000,1,NULL,121,1231,2011,11,2011-11-13 16:18:00.000,2011-11-13 16:18:00.000
15275,Potential Customers,4,28,1,615.14,4,1,3,8,615.14,1.000000,1,NULL,41,498,2011,11,2011-11-02 11:20:00.000,2011-11-02 11:20:00.000
18022,Potential Customers,4,26,1,612.72,4,1,3,8,612.72,1.000000,1,NULL,141,703,2011,11,2011-11-04 12:45:00.000,2011-11-04 12:45:00.000
15645,Potential Customers,4,9,1,612.01,5,2,3,10,612.01,1.000000,1,NULL,50,256,2011,11,2011-11-21 11:55:00.000,2011-11-21 11:55:00.000
16732,Potential Customers,4,22,1,603.75,4,1,3,8,603.75,1.000000,1,NULL,28,317,2011,11,2011-11-08 09:54:00.000,2011-11-08 09:54:00.000
15720,Potential Customers,4,15,1,598.73,4,2,3,9,598.73,1.000000,1,NULL,128,281,2011,11,2011-11-15 14:48:00.000,2011-11-15 14:48:00.000
14675,Potential Customers,4,7,1,596.36,5,2,3,10,596.36,1.000000,1,NULL,93,336,2011,11,2011-11-23 12:58:00.000,2011-11-23 12:58:00.000
15830,Potential Customers,4,28,1,576,4,1,3,8,576.00,1.000000,1,NULL,39,415,2011,11,2011-11-02 10:40:00.000,2011-11-02 10:40:00.000
17806,Potential Customers,4,2,1,546.04,5,2,3,10,546.04,1.000000,1,NULL,43,727,2011,11,2011-11-28 14:12:00.000,2011-11-28 14:12:00.000
13278,Potential Customers,4,31,1,542.73,4,1,3,8,542.73,1.000000,1,NULL,46,537,2011,10,2011-10-30 11:49:00.000,2011-10-30 11:49:00.000
14140,Potential Customers,4,22,1,540.99,4,1,3,8,540.99,1.000000,1,NULL,40,517,2011,11,2011-11-08 11:20:00.000,2011-11-08 11:20:00.000
15043,Potential Customers,4,22,1,537,4,1,3,8,537.00,1.000000,1,NULL,3,300,2011,11,2011-11-08 14:26:00.000,2011-11-08 14:26:00.000
16185,Potential Customers,4,7,2,529.41,5,2,3,10,264.70,0.009217,217,217.00,31,260,2011,4,2011-04-21 11:59:00.000,2011-11-23 09:41:00.000
16602,Potential Customers,4,27,1,528.08,4,1,3,8,528.08,1.000000,1,NULL,29,336,2011,11,2011-11-03 15:54:00.000,2011-11-03 15:54:00.000
12479,Potential Customers,4,2,1,527.2,5,2,3,10,527.20,1.000000,1,NULL,31,385,2011,11,2011-11-28 13:26:00.000,2011-11-28 13:26:00.000
17623,Potential Customers,4,23,1,527.05,4,1,3,8,527.05,1.000000,1,NULL,33,265,2011,11,2011-11-07 11:32:00.000,2011-11-07 11:32:00.000
13721,Potential Customers,4,27,1,524.14,4,1,3,8,524.14,1.000000,1,NULL,28,316,2011,11,2011-11-03 14:05:00.000,2011-11-03 14:05:00.000
17329,Potential Customers,4,5,2,523.11,5,2,3,10,261.56,0.006623,302,302.00,29,142,2011,1,2011-01-28 15:29:00.000,2011-11-25 14:24:00.000
14158,Potential Customers,4,31,1,507.66,4,1,3,8,507.66,1.000000,1,NULL,41,781,2011,10,2011-10-30 15:08:00.000,2011-10-30 15:08:00.000
13868,Potential Customers,4,29,1,507.54,4,1,3,8,507.54,1.000000,1,NULL,32,464,2011,11,2011-11-01 12:45:00.000,2011-11-01 12:45:00.000
13732,Potential Customers,4,19,1,491.86,4,1,3,8,491.86,1.000000,1,NULL,33,498,2011,11,2011-11-11 15:49:00.000,2011-11-11 15:49:00.000
17453,Potential Customers,4,8,2,486.72,5,2,3,10,243.36,0.041667,48,48.00,19,219,2011,10,2011-10-06 17:02:00.000,2011-11-22 09:42:00.000
18216,Potential Customers,4,22,1,481.75,4,1,3,8,481.75,1.000000,1,NULL,26,200,2011,11,2011-11-08 16:55:00.000,2011-11-08 16:55:00.000
14853,Potential Customers,4,15,2,475.8,4,3,2,9,237.90,0.010638,188,188.00,8,82,2011,5,2011-05-12 15:17:00.000,2011-11-15 16:56:00.000
13558,Potential Customers,4,14,3,471.84,4,4,2,10,157.28,0.065217,46,23.00,106,269,2011,10,2011-10-02 13:01:00.000,2011-11-16 12:13:00.000
15721,Potential Customers,4,2,1,471.4,5,2,2,9,471.40,1.000000,1,NULL,80,388,2011,11,2011-11-28 12:14:00.000,2011-11-28 12:14:00.000
13066,Potential Customers,4,15,2,470.8,4,3,2,9,235.40,0.222222,9,9.00,48,322,2011,11,2011-11-07 17:06:00.000,2011-11-15 12:57:00.000
15963,Potential Customers,4,10,2,470.76,5,3,2,10,235.38,0.074074,27,27.00,26,298,2011,10,2011-10-25 13:05:00.000,2011-11-20 11:33:00.000
15525,Potential Customers,4,8,2,468.69,5,3,2,10,234.34,0.005602,357,357.00,77,271,2010,12,2010-12-01 13:17:00.000,2011-11-22 12:07:00.000
13171,Potential Customers,4,12,3,468.41,5,4,2,11,156.14,0.010753,279,139.50,37,229,2011,2,2011-02-13 14:16:00.000,2011-11-18 10:27:00.000
13579,Potential Customers,4,5,2,467.04,5,2,2,9,233.52,0.005618,356,356.00,19,176,2010,12,2010-12-05 16:10:00.000,2011-11-25 08:41:00.000
14205,Potential Customers,4,7,2,466.7,5,2,2,9,233.35,0.008032,249,249.00,23,204,2011,3,2011-03-20 15:07:00.000,2011-11-23 10:55:00.000
13928,Potential Customers,4,1,4,464.57,5,4,2,11,116.14,0.032258,124,41.33,23,129,2011,7,2011-07-29 15:59:00.000,2011-11-29 10:33:00.000
12787,Potential Customers,4,0,3,463.66,5,3,2,10,154.55,0.016304,184,92.00,17,261,2011,5,2011-05-31 09:36:00.000,2011-11-30 08:44:00.000
17964,Potential Customers,4,22,2,463.21,4,3,2,9,231.61,0.005848,342,342.00,84,294,2010,12,2010-12-02 13:32:00.000,2011-11-08 10:44:00.000
14470,Potential Customers,4,2,2,461.19,5,2,2,9,230.59,0.007220,277,277.00,43,193,2011,2,2011-02-25 11:56:00.000,2011-11-28 10:31:00.000
16824,Potential Customers,4,6,2,460.64,5,3,2,10,230.32,0.013333,150,150.00,23,236,2011,6,2011-06-28 13:36:00.000,2011-11-24 12:38:00.000
15344,Potential Customers,4,23,2,460.64,4,3,2,9,230.32,0.046512,43,43.00,20,106,2011,9,2011-09-26 14:48:00.000,2011-11-07 17:08:00.000
12375,Potential Customers,4,1,2,457.5,5,2,2,9,228.75,0.022472,89,89.00,14,178,2011,9,2011-09-02 14:23:00.000,2011-11-29 10:36:00.000
14335,Potential Customers,4,7,2,454.86,5,2,2,9,227.43,0.024691,81,81.00,55,375,2011,9,2011-09-04 13:07:00.000,2011-11-23 13:41:00.000
17564,Potential Customers,4,15,3,454.01,4,4,2,10,151.34,0.052632,57,28.50,38,146,2011,9,2011-09-20 14:00:00.000,2011-11-15 13:27:00.000
18158,Potential Customers,4,0,2,453.4,5,3,2,10,226.70,0.025000,80,80.00,24,354,2011,9,2011-09-12 09:03:00.000,2011-11-30 16:19:00.000
14173,Potential Customers,4,1,4,450.84,5,4,2,11,112.71,0.019048,210,70.00,28,150,2011,5,2011-05-04 14:03:00.000,2011-11-29 11:54:00.000
16885,Potential Customers,4,6,3,450.41,5,3,2,10,150.14,0.008746,343,171.50,82,178,2010,12,2010-12-17 17:23:00.000,2011-11-24 13:40:00.000
15368,Potential Customers,4,12,1,446.94,5,2,2,9,446.94,1.000000,1,NULL,4,230,2011,11,2011-11-18 14:42:00.000,2011-11-18 14:42:00.000
15524,Potential Customers,4,15,1,440,4,2,2,8,440.00,1.000000,1,NULL,1,4,2011,11,2011-11-15 12:09:00.000,2011-11-15 12:09:00.000
12391,Potential Customers,4,12,1,439.66,5,2,2,9,439.66,1.000000,1,NULL,92,293,2011,11,2011-11-18 12:07:00.000,2011-11-18 12:07:00.000
12552,Potential Customers,4,29,2,437.82,4,3,2,9,218.91,1.000000,2,2.00,20,88,2011,10,2011-10-31 12:11:00.000,2011-11-01 10:02:00.000
14093,Potential Customers,4,3,1,433.86,5,2,2,9,433.86,1.000000,1,NULL,95,391,2011,11,2011-11-27 16:27:00.000,2011-11-27 16:27:00.000
12452,Potential Customers,4,7,2,430.57,5,2,2,9,215.28,2.000000,1,1.00,21,185,2011,11,2011-11-23 08:05:00.000,2011-11-23 10:28:00.000
12795,Potential Customers,4,9,1,430.48,5,2,2,9,430.48,1.000000,1,NULL,14,68,2011,11,2011-11-21 10:27:00.000,2011-11-21 10:27:00.000
16884,Potential Customers,4,28,2,429.84,4,3,2,9,214.92,2.000000,1,1.00,26,320,2011,11,2011-11-02 10:16:00.000,2011-11-02 11:52:00.000
14157,Potential Customers,4,10,2,424.89,5,3,2,10,212.44,0.007491,267,267.00,45,271,2011,2,2011-02-27 13:04:00.000,2011-11-20 11:32:00.000
15206,Potential Customers,4,1,4,420.3,5,4,2,11,105.07,0.015038,266,88.67,3,162,2011,3,2011-03-09 08:59:00.000,2011-11-29 13:41:00.000
16759,Potential Customers,4,21,2,418.85,4,3,2,9,209.43,2.000000,1,1.00,23,295,2011,11,2011-11-09 09:06:00.000,2011-11-09 09:07:00.000
18034,Potential Customers,4,12,2,418.68,5,3,2,10,209.34,2.000000,1,1.00,99,559,2011,11,2011-11-18 12:08:00.000,2011-11-18 12:22:00.000
17371,Potential Customers,4,8,3,418.4,5,3,2,10,139.47,0.008696,345,172.50,83,151,2010,12,2010-12-13 15:20:00.000,2011-11-22 13:30:00.000
15725,Potential Customers,4,6,1,415.25,5,2,2,9,415.25,1.000000,1,NULL,32,221,2011,11,2011-11-24 14:51:00.000,2011-11-24 14:51:00.000
18001,Potential Customers,4,3,2,415.13,5,3,2,10,207.56,0.026667,75,75.00,56,362,2011,9,2011-09-14 11:21:00.000,2011-11-27 16:02:00.000
12993,Potential Customers,4,14,4,414.76,4,4,2,10,103.69,0.014493,276,92.00,26,240,2011,2,2011-02-14 14:29:00.000,2011-11-16 15:49:00.000
15186,Potential Customers,4,5,2,411.41,5,2,2,9,205.71,0.012903,155,155.00,17,215,2011,6,2011-06-24 14:54:00.000,2011-11-25 14:58:00.000
12990,Potential Customers,4,22,3,409.5,4,4,2,10,136.50,0.010714,280,140.00,8,200,2011,2,2011-02-02 15:39:00.000,2011-11-08 13:01:00.000
16243,Potential Customers,4,24,2,409.1,4,3,2,9,204.55,0.090909,22,22.00,49,110,2011,10,2011-10-16 12:09:00.000,2011-11-06 12:32:00.000
16018,Potential Customers,4,30,2,408.9,4,3,2,9,204.45,0.014085,142,142.00,26,190,2011,6,2011-06-12 13:52:00.000,2011-10-31 14:13:00.000
16399,Potential Customers,4,10,2,408.02,5,3,2,10,204.01,0.009217,217,217.00,68,263,2011,4,2011-04-18 13:46:00.000,2011-11-20 16:12:00.000
12498,Potential Customers,4,12,3,403.7,4,3,2,9,134.57,0.081081,37,18.50,21,159,2011,10,2011-10-13 09:30:00.000,2011-11-18 12:53:00.000
18036,Potential Customers,4,23,3,403.12,4,4,2,10,134.37,0.014019,214,107.00,77,232,2011,4,2011-04-08 11:26:00.000,2011-11-07 14:40:00.000
15184,Potential Customers,4,20,2,402.2,4,3,2,9,201.10,0.012346,162,162.00,59,199,2011,6,2011-06-02 12:06:00.000,2011-11-10 13:41:00.000
13255,Potential Customers,4,0,2,399.51,5,3,2,10,199.75,0.005479,365,365.00,13,177,2010,12,2010-12-01 11:58:00.000,2011-11-30 13:14:00.000
15522,Potential Customers,4,23,2,397.99,4,3,2,9,198.99,0.035714,56,56.00,47,572,2011,9,2011-09-13 12:26:00.000,2011-11-07 11:26:00.000
12508,Potential Customers,4,17,2,397.88,4,3,2,9,198.94,0.500000,4,4.00,57,271,2011,11,2011-11-10 16:27:00.000,2011-11-13 15:37:00.000
15967,Potential Customers,4,14,2,397.68,4,3,2,9,198.84,0.006757,296,296.00,73,205,2011,1,2011-01-25 11:57:00.000,2011-11-16 15:41:00.000
15429,Potential Customers,4,17,2,397.35,4,3,2,9,198.68,0.040000,50,50.00,77,380,2011,9,2011-09-25 13:42:00.000,2011-11-13 12:28:00.000
17379,Potential Customers,4,2,1,389.72,5,2,2,9,389.72,1.000000,1,NULL,71,623,2011,11,2011-11-28 13:56:00.000,2011-11-28 13:56:00.000
15847,Potential Customers,4,29,2,389.27,4,3,2,9,194.63,0.007968,251,251.00,22,449,2011,2,2011-02-24 16:46:00.000,2011-11-01 14:41:00.000
13899,Potential Customers,4,7,2,388.52,5,2,2,9,194.26,0.007722,259,259.00,19,156,2011,3,2011-03-10 09:30:00.000,2011-11-23 13:40:00.000
13673,Potential Customers,4,9,2,387.44,5,3,2,10,193.72,0.133333,15,15.00,47,114,2011,11,2011-11-07 15:40:00.000,2011-11-21 12:11:00.000
17595,Potential Customers,4,3,2,386.69,5,2,2,9,193.34,0.076923,26,26.00,68,228,2011,11,2011-11-02 16:19:00.000,2011-11-27 16:08:00.000
17711,Potential Customers,4,1,2,385.1,5,2,2,9,192.55,0.007143,280,280.00,22,246,2011,2,2011-02-23 11:32:00.000,2011-11-29 11:40:00.000
17357,Potential Customers,4,15,2,384.39,4,3,2,9,192.19,2.000000,1,1.00,41,152,2011,11,2011-11-15 16:29:00.000,2011-11-15 16:30:00.000
15274,Potential Customers,4,9,1,383.99,5,2,2,9,383.99,1.000000,1,NULL,25,377,2011,11,2011-11-21 14:17:00.000,2011-11-21 14:17:00.000
16892,Potential Customers,4,6,3,383.27,5,4,2,11,127.76,0.017751,169,84.50,73,197,2011,6,2011-06-09 11:35:00.000,2011-11-24 13:06:00.000
12832,Potential Customers,4,23,2,383.03,4,3,2,9,191.52,0.029851,67,67.00,27,195,2011,9,2011-09-02 13:48:00.000,2011-11-07 13:30:00.000
13817,Potential Customers,4,20,2,382.98,4,3,2,9,191.49,0.006192,323,323.00,20,211,2010,12,2010-12-23 11:46:00.000,2011-11-10 17:49:00.000
13657,Potential Customers,4,1,2,382.14,5,3,2,10,191.07,0.010417,192,192.00,16,209,2011,5,2011-05-22 12:35:00.000,2011-11-29 12:32:00.000
17573,Potential Customers,4,20,3,380.6,4,4,2,10,126.87,0.046154,65,32.50,24,308,2011,9,2011-09-07 10:36:00.000,2011-11-10 13:01:00.000
17999,Potential Customers,4,28,2,380.39,4,3,2,9,190.19,0.006061,330,330.00,87,219,2010,12,2010-12-08 15:17:00.000,2011-11-02 15:56:00.000
17031,Potential Customers,4,2,2,380.35,5,2,2,9,190.18,0.013889,144,144.00,19,235,2011,7,2011-07-08 09:38:00.000,2011-11-28 10:23:00.000
13589,Potential Customers,4,5,2,379.65,5,2,2,9,189.83,0.012048,166,166.00,21,114,2011,6,2011-06-13 12:44:00.000,2011-11-25 12:10:00.000
16930,Potential Customers,4,17,3,378.89,4,4,2,10,126.30,0.069767,43,21.50,47,339,2011,10,2011-10-02 14:25:00.000,2011-11-13 16:13:00.000
13596,Potential Customers,4,3,1,378.67,5,2,2,9,378.67,1.000000,1,NULL,120,192,2011,11,2011-11-27 11:57:00.000,2011-11-27 11:57:00.000
17078,Potential Customers,4,27,2,378.2,4,3,2,9,189.10,2.000000,1,1.00,28,788,2011,11,2011-11-03 18:49:00.000,2011-11-03 19:17:00.000
17736,Potential Customers,4,0,3,377.44,5,3,2,10,125.81,0.028571,105,52.50,24,238,2011,8,2011-08-18 14:33:00.000,2011-11-30 15:36:00.000
14448,Potential Customers,4,0,2,375.35,5,3,2,10,187.68,0.005618,356,356.00,20,104,2010,12,2010-12-10 17:26:00.000,2011-11-30 13:50:00.000
12981,Potential Customers,4,20,2,372.22,4,3,2,9,186.11,0.019048,105,105.00,12,242,2011,7,2011-07-29 14:14:00.000,2011-11-10 12:00:00.000
14950,Potential Customers,4,10,1,371.2,5,2,2,9,371.20,1.000000,1,NULL,19,136,2011,11,2011-11-20 13:48:00.000,2011-11-20 13:48:00.000
17911,Potential Customers,4,0,1,366.23,5,2,2,9,366.23,1.000000,1,NULL,39,223,2011,11,2011-11-30 14:52:00.000,2011-11-30 14:52:00.000
17432,Potential Customers,4,9,2,365.76,5,3,2,10,182.88,0.100000,20,20.00,44,207,2011,11,2011-11-02 17:30:00.000,2011-11-21 17:33:00.000
15949,Potential Customers,4,7,2,364.72,5,2,2,9,182.36,0.035714,56,56.00,12,284,2011,9,2011-09-29 17:34:00.000,2011-11-23 09:09:00.000
17330,Potential Customers,4,13,2,363.9,4,3,2,9,181.95,0.043478,46,46.00,5,120,2011,10,2011-10-03 11:26:00.000,2011-11-17 08:56:00.000
13844,Potential Customers,4,2,1,361.62,5,2,2,9,361.62,1.000000,1,NULL,20,196,2011,11,2011-11-28 13:21:00.000,2011-11-28 13:21:00.000
